,tweet,label (KMeans),label (HAC)
114,"MPR: Pemerintah Harus Buktikan Omnibus Law Bisa Jadi Penyelamat, Baca selengkapnya....  https://t.co/7Rn3AvYPuz via @Batam Pos   #MPR #OmnibusLaw",0,1
115, https://t.co/ZWXGp6XTFs   Pemerintah 'Buka Pintu' Usulan Susun PP Omnibus Law Ciptaker  #UuCiptaKerja  #OmnibusLaw,0,1
116,Pemerintah 'Buka Pintu' Usulan Susun PP Omnibus Law Ciptaker  https://t.co/z6xou58Vr5,0,1
117,Radar Bogor : Wakil Ketua MPR : Pemerintah Harus Buktikan Omnibus Law Bisa Jadi Penyelamat JAK   https://t.co/fz5TtrP5n7,0,1
118,"Omnibus Law Ciptaker didesain oleh pemerintah, tidak hanya untuk pekerja tapi juga pengusaha UMKM. Mereka diutamakan karena 90% pelaku usaha di Indonesia adalah UMKM, dan membuat perizinan usaha makin mudah dan cepat.  #OmnibusIndonesiaMaju #SolusiBaikUntukNegeri  https://t.co/a6w5gfAySm",1,0
119,"Langkah besar dan berani Pemerintah dalam melakukan lompatan besar dengan Omnibus Law Cipta Kerja, menuai pujian kalangan Internasional.  Dengan Omnibus Law investor banyak masuk menanamkan investasinya ke dalam Negeri.  OBL Rampingkan Birokrasi #BirokrasiBebasPungli  https://t.co/KWK3JoygBx",1,0
120,"Berkaitan dengan penyederhanaan aturan, pemerintah akan melakukan pemangkasan sekitar 70 hingga 74 undang-undang secara sekaligus dalam waktu bersamaan melalui omnibus law. OBL Rampingkan Birokrasi #BirokrasiBebasPungli  https://t.co/TP65lrOi0x",0,0
121,OBL Rampingkan Birokrasi #BirokrasiBebasPungli  Pemerintah Daerah menyambut baik Omnibus Law,0,0
122,"- OBL Rampingkan Birokrasi #BirokrasiBebasPungli  Presiden @jokowi kepada Para CEO Korsel Berkaitan dengan penyederhanaan aturan, pemerintah akan melakukan pemangkasan sekitar 70 hingga 74 UU secara sekaligus dalam waktu bersamaan melalui Omnibus Law  https://t.co/tDV5g14b3P",1,0
123,bahwa omnibus law penciptaan lapangan kerja terutama akan mengatasi bentrokan antara peraturan yang dibuat oleh pemerintah pusat dan daerah. OBL Rampingkan Birokrasi #BirokrasiBebasPungli,1,0
124,"Untuk menyederhanakan peraturan itu, Jokowi segera mengajukan omnibus law ke DPR. Selain itu, Jokowi meminta pemerintah daerah ikut menyederhanakan peraturan. OBL Rampingkan Birokrasi #BirokrasiBebasPungli  https://t.co/uaIOvdgLsx  https://t.co/sfddgIM6Bv",0,0
125,"“Omnibus law akan membatalkan pasal dalam undang-undang yang ada yang menghambat investasi  jika biaya izin dalam Undang-Undang Pemerintah Daerah menghambat investasi, mereka tidak akan berlaku lagi katanya kepada The Straits Times. OBL Rampingkan Birokrasi #BirokrasiBebasPungli",1,0
126,"Pahami Omnibus Law Secara benar!  isu yang beredar katanya Omnibus Law hanya fokus pada investasi &amp; pengusaha...  Tidak benar ya, Kesejahteraan tenaga kerja tetap menjadi fokus pemerintah.  Ciptaker Cegah Resesi  #OmnibusIndonesiaMaju #SolusiBaikUntukNegeri  https://t.co/9DWXOBnZYz",1,0
127,Indonesia punya panutan sikap kritis ketika pemerintah sewenang-wenang mengesahkan Omnibus Law: Bung Hatta  Indonesia punya panutan sikap tegas ketika Islam dihina: Buya Hamka  #ZalimPangkalBencana 🏴☝️🏳️ #DWHej  https://t.co/Ar5mnINIJx,1,0
128,Warganet: Pemerintah bukane fokus ngurusin Covid-19 malah ngurusin omnibus law CILAKA   https://t.co/nHgleS0Toe   #NgutangUntukBayarUtang  #SolusiBaikUntukNegeri,1,0
129,"OBL Rampingkan Regulasi #OBLCegahPungliKorupsi UU Omnibus Law Cipta Kerja akan mengupayakan jaminan pekerjaan, pendapatan, dan bidang sosial yang lebih baik. Di samping itu pelaku UMKM dan koperasi juga akan di bantu di arahka oleh pemerintah.  https://t.co/0ZB2y1FxAQ",1,0
130,Pemerintah dan pengusaha menyebut Omnibus Law bisa mempermudah regulasi bisnis di Indonesia.  OBL Rampingkan Regulasi #OBLCegahPungliKorupsi  https://t.co/KQL9DT6Eg6,0,0
131,Niat bagus dari Presiden Jokowi dengan adanya UU Omnibus Law Cipta Kerja ini.   Pemerintah sudah tepat untuk meningkatkan investasi  OBL Rampingkan Regulasi #OBLCegahPungliKorupsi   https://t.co/bbZKSEqqZD,1,0
132,Pemerintah dan pengusaha menyebut Omnibus Law bisa mempermudah regulasi bisnis di Indonesia. Diharapkan itu bisa menarik investasi luar negeri agar masuk Indonesia dan membuka lapangan kerja. OBL Rampingkan Regulasi #OBLCegahPungliKorupsi  https://t.co/WwueLOpixv,1,0
133,OBL Rampingkan Regulasi #OBLCegahPungliKorupsi Pemerintah dan pengusaha menyebut Omnibus Law bisa mempermudah regulasi bisnis di Indonesia. Diharapkan itu bisa menarik investasi luar negeri agar masuk Indonesia dan membuka lapangan kerja.  https://t.co/HmNWSpS602,1,0
134,"ada niat bagus dari Presiden Jokowi dengan adanya UU Omnibus Law Cipta Kerja ini, pemerintah sudah tepat untuk meningkatkan investasi Rampingkan Regulasi #OBLCegahPungliKorupsi  https://t.co/Ywzzg0QZE7",1,0
135,"""Saya melihat di sini ada niat bagus dari Jokowi dengan adanya UU Omnibus Law Cipta Kerja ini. Jadi saya menilai pemerintah sudah tepat untuk meningkatkan investasi,"" ujar Aelyn. OBL Rampingkan Regulasi #OBLCegahPungliKorupsi  https://t.co/khilFYuAbO  https://t.co/lopzDd9AEA",1,0
136,"Terlebih lagi dengan pengesahan UU Omnibus Law Cipta Kerja, menunjukkan pemerintah berusaha membangkitkan ekonomi dan menguntungkan pekerja juga tidak merugikan pengusaha.  OBL Rampingkan Regulasi #OBLCegahPungliKorupsi",1,0
137,Syarief: Pemerintah Harus Buktikan Omnibus Law Bisa Jadi Penyelamat  https://t.co/8gB9BNYTPB,0,1
138,"Dengan pengesahan UU Omnibus Law Cipta Kerja, menunjukkan pemerintah berusaha membangkitkan ekonomi dan menguntungkan pekerja juga tidak merugikan pengusaha.  https://t.co/AHnltEJ0To",0,0
139,"Pemerintah keknya lebih sibuk ngurusin dunia maya drpd dunia nyata  Sampe gak nyadar draf Omnibus law, redaksinya banyak yg salah",1,0
140,"Pidato kemenangan Joe Biden:  ""Segala bentuk kendala regulasi harus kita sederhanakan, harus kita potong, harus kita pangkas. Pemerintah akan mengajak DPR utk menerbitkan Undang2 Cipta Lapangan Kerja. Omnibus Law. Merevisi puluhan undang2 yg menghambat penciptaan lapangan kerja.""",1,0
141,"Dengan dalih penyederhanaan, pemerintah mengesahkan UU Cipta kerja yang dibalut dengan Omnibus yang akan memangkas kewenangan daerah sistem otonomi yang diperjuangkan dalam masa reformasi. #tuntaskanreformasi  #cabutomnibuslaw",1,0
142,"BI : OMNIBUS LAW Buat Ekonomi Domestic Indonesia Membaik  Terutama Dengan Adanya Stimulus Fiskal , Ekspor Serta Perlinsos &amp; UMKM Membuat  Belanja Pemerintah Meningkat. #BarisanProKerja #percayaindonesiamaju   https://t.co/CfqHy7mJvl  #BarisanProKerja #percayaindonesiamaju  https://t.co/LFLTjy0LHa",1,0
143,Pemerintah Harus Buktikan Omnibus Law Dapat Perbaiki Resesi Ekonomi Tanpa Korbankan Rakyat  https://t.co/NXIWYzbJqH,0,1
144,"Kalo gw pemerintah yg lg dicecer soal omnibus law, kira kira isu apa yang bisa mengalihkan perhatian org org dr omnibus law? Hmm hmm hmm",0,1
145,Pemerintah Harus Buktikan Omnibus Law Dapat Perbaiki Resesi Ekonomi Tanpa Korbankan Rakyat #UUCiptaKerja #ResesiEkonomi #OmnibusLaw #SyariefHasan #PartaiDemokrat  https://t.co/UO0TducHge  https://t.co/f7EyRwf28H,1,0
146,"Pertumbuhan ekonomi Indonesia kembali minus diangka -3,49%. Omnibus Law yg sejak awal oleh Pemerintah diharapkan dapat meningkatkan investasi maka harus dibuktikan dengan perbaikan ekonomi saat ini. @mprgoid @FPD_DPR  #syariefhasan #mprri #resesi #ekonomi  https://t.co/LMHcXBqtcq",1,0
147,Mardani H Maming mengatakan Omnibus Law UU Cipta Kerja merupakan komitmen dan kebijakan pemerintah untuk membawa Indonesia keluar dari jebakan negara berpenghasilan menengah atau middle income trap. Optimis Menang Lawan Kovid #PercayaIndonesiaMaju,1,0
148,"#StrategiPemulihanEkonomi  Sejumlah pertimbangan matang, telah dibuat pemerintah terkait pembuatan Omnibus Law UU Cipta Kerja, salah satunya mencegah perpindahan lapangan kerja ke negara lain. @KemnakerRI #StrategiPemulihanEkonomi  https://t.co/TrEkA9C0Ta",1,0
149,Lawan tidak menduga dimasa pandemi yang sulit ini pemerintah masih menggunakan jurus gemilang omnibus law yang seharusnya jurus bertahan dari kesulitan ekonomi.  Optimis Menang Lawan Kovid #PercayaIndonesiaMaju,1,0
150,Upaya pemerintah untuk membantu pengusaha dalam bidang perpajakan tak sampai di situ. Ketentuan pajak daerah yang selama ini menjadi momok bagi para pengusaha turut diatur dalam omnibus law. Optimis Menang Lawan Kovid #PercayaIndonesiaMaju,1,0
151,"Saya juga sangat mengapresiasi sekali pemerintah dan DPR yang telah mengesahkan UU omnibus law,” kata Rosan. Optimis Menang Lawan Kovid #PercayaIndonesiaMaju",1,0
152,"Ada empat Omnibus Law yang diusulkan pemerintah kepada DPR, yakni RUU Cipta Kerja, Omnibus Law Perpajakan, Omnibus Ibu Kota Baru, dan Omnibus Law Kefarmasian.  Ok Kita langsung ke Omnibus Law RUU Cipta kerja saja  #PercayaIndonesiaMaju Optimis Menang Lawan Kovid",1,0
153,"1. Ketua BPP HIPMI, Mardani H Maming mengatakan, Omnibus Law UU Ciptaker mrpkan komitmen kebijakan pemerintah utk membawa Indonesia kluar dr middle income trap  Optimis Menang Lawan Kovid #PercayaIndonesiaMaju   https://t.co/JTT05vYfrC",1,0
154,Staf Khusus Menteri Ketenagakerjaan Dita Indahsari menyebut kebijakan yang dibuat pemerintah cukup drastis dan dramatis mengubah tatanan dan prosedur yang ada. Apalagi Omnibus Law sempat memicu demo di berbagai wilayah. Optimis Menang Lawan Kovid #PercayaIndonesiaMaju,1,0
155,Pemerintah Harus Buktikan Omnibus Law Dapat Perbaiki Resesi Ekonomi Tanpa Korbankan Rakyat  https://t.co/ReDAlVDgzr #TempoNasional,0,1
156,"Indonesia membutuhkan reformasi struktural dalam hal pendapatan dan Pemerintah menyakini Omnibus UU Ciptaker, membantu Indonesia untuk keluar dari pendapatan menengah (middle income trap). #BarisanProKerja  #InvestorMajukanBangsa @dwikpangga35 @BimoDjogja  https://t.co/njN8eCL4cN",1,0
157,"Keputusan pemerintah membuat Omnibus Law sudah tepat. Kami sebagai pelaku Usaha Mikro, Kecil dan Menengah (UMKM) di Kalsel optimis perekonomian dapat semakin membaik di tengah pandemi COVID-19.Ujar Satria pelaku usaha kaca dan aluminium di Banjarmasin. *#StrategiPemulihanEkonomi  https://t.co/KxFWAnC3wA",1,0
158,#StrategiPemulihanEkonomi Sehingga pemerintah berinisiatif untk mempermudah regulasi dan memangkas perizinan yang berbelit terkait dengan pendirian usaha Ketegasan dalam memangkas proses birokrasi tersebut dirancang dengan formula yang bernama omnibus law @KemnakerRI  @KSPgoid  https://t.co/YGsxFazGvQ,1,0
159,Investor dari berbagai dunia meng-apresiasi langkah pemerintah dalam memulihkan ekonomi.  Omnibus Law diyakini sebagai salah satu cara menjaga iklim investasi tetap kondusif.  Berkah OBL Indonesia Maju #InvestorMajukanBangsa  https://t.co/9lfsLCSgUo,1,0
160,Menggenjot investasi menjadi sasaran utama pemerintah menerbitkan Omnibus law cipta kerja. Berkah OBL Indonesia Maju #InvestorMajukanBangsa  https://t.co/Dkg6DpBpQb,1,0
161,Optimis perekonomian Indonesia maju dan kuat karena Omnibus Law adalah langkah tepat yang diambil pemerintah demi masa depan perekonomian Indonesia.  Berkah OBL Indonesia Maju #InvestorMajukanBangsa  https://t.co/j61KvcmMet,1,0
162,"Omnibus Law UU Cipta Kerja merupakan strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia. Sebab, tanpa adanya perubahan dikhawatirkan yang akan datang ke Indonesia bukan investasi baik. Berkah OBL Indonesia Maju #InvestorMajukanBangsa   https://t.co/9StVCW1eL2",1,0
163,Undang-Undang Omnibus Law Cipta Kerja dinilai sebagai strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia menjadi lebih baik. Berkah OBL Indonesia Maju #InvestorMajukanBangsa  https://t.co/F5fljdqAGN,1,0
164,Omnibus Law UU Cipta Kerja merupakan strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia Berkah OBL Indonesia Maju #InvestorMajukanBangsa  https://t.co/ztzKjSmNbT,1,0
165,Undang-Undang Omnibus Law Cipta Kerja merupakan strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia.    Berkah OBL Indonesia Maju #InvestorMajukanBangsa Good :)  https://t.co/A5iRzxQAqT,1,0
166,Omnibus Law strategi pemerintah kurangi pengangguran Berkah OBL Indonesia Maju #InvestorMajukanBangsa  https://t.co/Nckx2Xx7w0,1,0
167,Undang-Undang Omnibus Law Cipta Kerja merupakan strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia.  https://t.co/y6EztcAeai Berkah OBL Indonesia Maju #InvestorMajukanBangsa,1,0
168,Undang-Undang Omnibus Law Cipta Kerja dinilai sebagai strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia menjadi lebih baik.  https://t.co/C7DIfG3eab Berkah OBL Indonesia Maju #InvestorMajukanBangsa,1,0
169,Omnibus Law Undang-Undang (UU) Cipta Kerja merupakan strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia agar lebih kondusif.  https://t.co/HzAfYatcy3 Berkah OBL Indonesia Maju #InvestorMajukanBangsa,1,0
170,Undang-Undang Omnibus Law Cipta Kerja dinilai sebagai strategi pemerintah untuk mengubah kondisi dan iklim usaha di Indonesia menjadi lebih baik.    Berkah OBL Indonesia Maju #InvestorMajukanBangsa Good :)  https://t.co/wUaw1dPL2R,1,0
171,"Pemerintah Kabupaten Samosir tidak meragukan Pancasila, NKRI, Merah Putih, Bhineka Tunggal Ika maka Pemuda Pancasila yg sebagian komponen masyarakat samosir akan berkembang hal itu terbukti dengan tidak adanya dinamika yang berlebihan tentang omnibus law #PemudaBangkitBersamaBPIP  https://t.co/fZDMjV6iRY",1,0
172,"Permudah regulasi industri &amp; usaha! Keputusan Pemerintah dinilai sdh tepat sbg #StrategiPemulihanEkonomi dgn membuat omnibus law.   Sbg pelaku usaha di Kalsel dirinya optimis iklim prekonomian di Kab. Barito Kuala &amp; Kalsel dpt smkin baik di tgb pandemi, Amiin-Dir. Pro PT Dharma  https://t.co/ergCG8k08W",1,0
173,omnibus law mempermudah regulasi Industri dan Usaha. Keputusan pemerintah membuat Omnibus Law dinilai sudah tepat #StrategiPemulihanEkonomi  https://t.co/eoLnX2xu1A,0,1
174,Sejumlah pertimbangan matang telah di buat pemerintah terkait pembuatan Omnibus Law UU Cipta Kerja #StrategiPemulihanEkonomi  https://t.co/tZYuKJUKu8,0,0
175,"@dehallusinate @KAI121 Saya dukung kamu, Mas. Kuliner di tempat seperti ini memang masuk kedalam program pemerintah, yaitu Omnibus Law. BUMN harus beri lapak ke mereka, sebagaimana dijanjikan dalam UU Cipta Kerja.  Kalau lapaknya dikawasan ekonomi kelas bawah, harganya masa jual mahal?",1,0
176,"Omnibus Law RUU Cipta Kerja, Draft Omnibus Law Cipta Kerja telah diserahkan oleh pemerintah kepada DPR RI, Pemerintah meyakini RUU tsb dapat memperkuat perekonomian Indonesia.  https://t.co/W5sSInwlcE",0,0
177,@SoenkSam @tempodotco @ZAEffendy RUU Omnibus Law seharusnya didukung .mk hukum ketenagakerjaan akan makin diperbaiki. Pr pekerja akan mendapat haknya dan dilarng di-PHK jika sakit akibat kecelakaan kerja. Para pengusaha UMKM jg diuntungkan karena izin usaha baru dipermudah oleh pemerintah.,1,0
178,"@antikorupsi @bersihkan_indo @FraksiRakyatID @AksiLangsung Omnibus Law RUU Cipta Kerja, Draft Omnibus Law Cipta Kerja telah diserahkan oleh pemerintah kepada DPR RI, Pemerintah meyakini RUU tsb dapat memperkuat perekonomian Indonesia.",0,0
179,Munas MUI ke-10 diharapkan Dapat memilih kepemimpinan baru yang mempersatukan ummat Islam Indonesia dan menjalankan prinsip MUI sebagai pelayanan umat dan mitra pemerintah  https://t.co/jUbHHWyjsA,1,0
180,"Film ini mengingatkanku dgn peristiwa yg kmrn terjadi, omnibus law. Sangat2 relevan dgn kondisi saat ini. Ga cuma di indonesia, di amerika demo BLM jg. Massa vs kepolisian &amp; pemerintah, tdk akan berakhir indah, twips.  Kesimpulan : Genre : History, drama Rating pribadi : 3.5/5",1,0
181,"UU Omnibus Law Rugikan Buruh, Salah Satunya Ketentuan Minimal Istirahat Buruh Dihapus Pemerintah  https://t.co/OvD0eygjRS",0,0
182,"@fadlizon Negeri ini terlalu sibuk untuk membiarkan atau menyerahkan, seperti habib kalau pulang yang pulang, terus kalau uu omnibus silahkan ajukan ke mk.... Mana sosok tanggung jawabnya,apa memang rakyat yang tanggung negera atau pemerintah han yang jawab saja?",1,0
183,"@Ndon_isBack Mari ...rame rame alihkan issu uu krimanal omnibus law, kepulangan habieb dan kebodohan pemerintah dan DPR RI",1,0
184,Syarief Hasan Minta Pemerintah Buktikan Bisa Perbaiki Ekonomi dengan Omnibus Law  https://t.co/is3XRRLF1f,0,1
185,@akhwatelya Kenapa tulis bgt Bung? Kan belum ada negara yg mau investasi dari hasil membaca dan yakin akan isi dari “Omnibus Law”??   Isinya Omnibus Law kan cuma menurut prakiraan pemerintah akan ada investor yg akan tertarik ke Indonesia?. Yaa kalau China masih di pimpin Mao Tse Tung.,1,0
186,@kompascom @anggara_tiyoo PEMERINTAH DRAMANYA JELEK!,0,1
187,"Terimakasih Gisel, setidaknya dirimu hari ini sudah menjadi pahlawan pemersatu bangsa.  Tidak ada lagi pro-kontra pemerintah, oposisi-koalisi, kadrun-cebong, pro-kontra Omnibus, pendukung Biden-Trump, dll. Semua menjadi bersatu gara2 dikau.",1,0
188,"@dhabo23 @ChangeOrg_ID Omnibus Law RUU Cipta Kerja, Draft Omnibus Law Cipta Kerja telah diserahkan oleh pemerintah kepada DPR RI, Pemerintah meyakini RUU tsb dapat memperkuat perekonomian Indonesia.  https://t.co/MrVvaim1EM",0,0
189,Wakil Ketua MPR Pemerintah Harus Buktikan Bisa Perbaiki Ekonomi dengan Omnibus Law  https://t.co/WsdSGU6t2d,0,1
190,"Buat sobat2 buruh.  Tetap semangat ya✊ Pandemi berimbas pada semua, Kita semua kena dampak pandemi covid-19.  Tapi setidaknya Kita semua percaya pemerintah bisa atasi situasi sulit ini dg UU Omnibus Law. Kovid Hilang Ekonomi Kuat #UMKMTembusPasarGlobal  https://t.co/RRQYwSrJRp",1,0
191,Bahkan terdapat mandat dalam Omnibus Law UU Cipta Kerja ini yakni pemerintah wajib memfasilitasi sistem aplikasi pembukuan sehingga para pelaku UMKM dimudahkan.  Kovid Hilang Ekonomi Kuat #UMKMTembusPasarGlobal,1,0
192,Pemerintah mengeluarkan Omnibus Law yang berdampak baik dan menguntungkan bagi para pelaku usaha UMKM. Kovid Hilang Ekonomi Kuat #UMKMTembusPasarGlobal  https://t.co/TOWkHWBgWQ,1,0
193,Pemerintah berharap UU Omnibus Law Cipta Kerja jadi terobosan untuk mendongkrak investasi dan menciptakan jutaan lapangan kerja baru. #OptimisEkonomiMembaik  https://t.co/AFczbaQNzp,1,0
194,"""Keputusan pemerintah membuat Omnibus Law sudah tepat. Kami sebagai pelaku UMKM di Kalsel optimis perekonomian dapat semakin membaik di tengah pandemi COVID-19,"" #OptimisEkonomiMembaik OBL Andalan Pulihkan Ekonomi    https://t.co/v300jdx7Ww",1,0
195,"Sri Mulyani :  Perbaikan  Ekonomi Juga Nampak Dari Sisi Konsumsi, Belanja Pemerintah Dalam APBN Sebagai Strategi Countercyclical Berkontribusi Memulihkan Sektor Perekonomian di Kwartal ke III. @smindrawatii Dukung Omnibus Law @jokowi #BarisanProKerja #OptimisEkonomiMembaik  https://t.co/N2TaYVscAz",1,0
196,"@ZAEffendy Klo semuanya digandeng pemerintah maka kebijakan byk yg tdk perhatikan keadilan dan kesejahteraan rakyat... bisa semena2 utk suatu kepentingan tertentu spt omnibus law yg sdh di ttd ini.. gak yakin jg dg hasil JR di MK, smg HRS tetap mjd kritis mjd oposisi utk kebaikan bangsa ini",1,0
197,Langkah pemerintah sangat tepat utk menyelamatkan perekonomian Indonesia.  Indonesia ini sangat rentan sekali adanya capital out flow.  Nah Omnibus Law menjadi stimulus   #OptimisEkonomiMembaik  @Aryprasetyo85 @ensyclo47  https://t.co/g0rhGx0r1z,1,0
198,Untuk yang mau kasih tanggapan dan masukan di Rancangan Peraturan Pemerintah turunan dari omnibus law Cipta Kerja dipersila&gt;&gt;  https://t.co/0nxMXZOKVU,0,0
199,"“Keputusan pemerintah membuat Omnibus Law sudah tepat. Kami sebagai pelaku Usaha Mikro, Kecil dan Menengah (UMKM) di Kalsel optimis perekonomian dapat semakin membaik ditengah pandemi COVID-19,”  #OptimisEkonomiMembaik OBL Andalan Pulihkan Ekonomi   https://t.co/T2lUyVeLui",1,0
200,Omnibus Law adalah langkah tepat yang dilakukan pemerintah guna memperbaiki keadaan ekonomi pasca pandemi.  Dengan Omnibus Law Cipta Kerja #OptimisEkonomiMembaik  OBL Andalan Pulihkan Ekonomi  https://t.co/i4ikY4alS5,1,0
